"Year","AV","iteration_id"
2014,"6",1371
2015,"8",1371
2016,"4",1371
2017,"1",1371
2018,"1",1371
2004,"6",1373
2005,"9",1373
2006,"0",1373
2007,"6",1373
2008,"7",1373
2009,"7",1373
2010,"3",1373
2011,"9",1373
2012,"0",1373
2013,"6",1373
2007,"5",1374
2008,"6",1374
2009,"0",1374
2010,"1",1374
2011,"5",1374
2012,"4",1374
2013,"1",1374
2005,"0",1375
2008,"0",1375
2009,"3",1375
2010,"9",1375
2011,"7",1375
2012,"9",1375
2013,"9",1375
2014,"8",1375
2012,"5",1376
2013,"7",1376
2014,"7",1376
2015,"7",1376
2016,"6",1376
2017,"8",1376
2018,"7",1376
2019,"6",1376
2020,"8",1376
2007,"6",1377
2008,"9",1377
2009,"4",1377
2010,"13",1377
2011,"7",1377
2012,"5",1377
2013,"6",1377
2014,"8",1377
2015,"0",1377
2004,"1",1378
2005,"4",1378
2006,"5",1378
2007,"16",1378
2008,"13",1378
2010,"11",1378
2012,"15",1378
2013,"7",1378
2014,"5",1378
2015,"1",1378
2008,"9",1379
2009,"14",1379
2010,"11",1379
2011,"8",1379
2012,"5",1379
2013,"11",1379
2014,"8",1379
2015,"4",1379
2016,"8",1379
2017,"5",1379
2018,"6",1379
2019,"1",1379
2020,"2",1379
2012,"3",1380
2013,"7",1380
2014,"6",1380
2015,"6",1380
2016,"6",1380
2017,"7",1380
2018,"4",1380
2019,"5",1380
2020,"1",1380
2004,"10",1381
2005,"8",1381
2006,"6",1381
2007,"3",1381
2008,"8",1381
2009,"10",1381
2010,"9",1381
2011,"6",1381
2012,"4",1381
2013,"0",1381
2008,"1",1382
2009,"3",1382
2010,"8",1382
2011,"2",1382
2012,"4",1382
2013,"1",1382
2014,"7",1382
2015,"2",1382
2007,"1",1383
2008,"4",1383
2009,"5",1383
2010,"5",1383
2011,"3",1383
2012,"0",1383
2008,"3",1384
2009,"1",1384
2010,"10",1384
2011,"7",1384
2012,"8",1384
2013,"4",1384
2008,"0",1385
2009,"0",1385
2010,"2",1385
2011,"2",1385
2012,"6",1385
2013,"5",1385
2014,"7",1385
2015,"3",1385
2016,"5",1385
2010,"1",1387
2011,"2",1387
2012,"1",1387
2013,"5",1387
2014,"6",1387
2015,"5",1387
2016,"5",1387
2017,"6",1387
2018,"5",1387
2012,"3",1388
2013,"5",1388
2014,"7",1388
2015,"2",1388
2007,"3",1389
2008,"7",1389
2009,"9",1389
2010,"7",1389
2011,"9",1389
2012,"4",1389
2013,"8",1389
2014,"7",1389
2015,"4",1389
2012,"0",1390
2013,"4",1390
2014,"3",1390
2015,"5",1390
2016,"5",1390
2017,"6",1390
2018,"3",1390
2019,"2",1390
2020,"6",1390
1998,"1",1391
1999,"1",1391
2000,"12",1391
2001,"10",1391
2002,"9",1391
2003,"15",1391
2004,"10",1391
2005,"Missed season - Injured (hip)",1391
2006,"7",1391
2007,"8",1391
2008,"7",1391
2009,"8",1391
2010,"8",1391
2011,"7",1391
2012,"7",1391
2005,"0",1392
2007,"1",1392
2008,"1",1392
2009,"3",1392
2010,"6",1392
2011,"3",1392
2012,"3",1392
2013,"0",1392
2012,"2",1393
2013,"1",1393
2014,"4",1393
2015,"7",1393
2016,"6",1393
2017,"13",1393
2018,"9",1393
2019,"10",1393
2020,"3",1393
2012,"2",1394
2013,"4",1394
2014,"3",1394
2015,"5",1394
2016,"4",1394
2007,"0",1395
2009,"3",1395
2010,"2",1395
2011,"1",1395
2012,"0",1395
2013,"0",1395
2012,"5",1396
2013,"9",1396
2014,"5",1396
2015,"3",1396
2016,"4",1396
2017,"5",1396
2004,"4",1397
2005,"8",1397
2006,"11",1397
2010,"10",1397
2012,"10",1397
2013,"6",1397
2014,"6",1397
2015,"6",1397
2011,"0",1398
2012,"0",1398
2013,"2",1398
2014,"3",1398
2015,"2",1398
2016,"2",1398
2017,"2",1398
2018,"2",1398
2019,"1",1398
2020,"1",1398
2008,"0",1399
2009,"0",1399
2010,"6",1399
2011,"1",1399
2012,"5",1399
2013,"2",1399
2014,"1",1399
2015,"6",1399
2016,"2",1399
2012,"7",1400
2013,"3",1400
2014,"1",1400
2015,"3",1400
2018,"0",1400
2012,"5",1401
2013,"8",1401
2014,"6",1401
2015,"8",1401
2016,"7",1401
2017,"9",1401
2018,"6",1401
2019,"8",1401
2020,"8",1401
2012,"2",1402
2013,"7",1402
2014,"8",1402
2016,"12",1402
2018,"9",1402
2019,"8",1402
2020,"8",1402
1999,"2",1403
2000,"10",1403
2001,"10",1403
2002,"8",1403
2003,"11",1403
2004,"11",1403
2006,"17",1403
2008,"7",1403
2009,"12",1403
2010,"12",1403
2011,"6",1403
2012,"11",1403
2012,"7",1404
2013,"6",1404
2014,"6",1404
2015,"6",1404
2016,"12",1404
2017,"3",1404
2018,"7",1404
2019,"16",1404
2008,"6",1405
2009,"18",1405
2010,"13",1405
2011,"16",1405
2012,"13",1405
2013,"3",1405
2012,"3",1406
2013,"7",1406
2014,"7",1406
2015,"7",1406
2016,"15",1406
2017,"2",1406
2018,"5",1406
2019,"7",1406
2020,"4",1406
2006,"1",1407
2007,"2",1407
2008,"6",1407
2009,"3",1407
2010,"5",1407
2011,"6",1407
2012,"13",1407
2013,"8",1407
2014,"4",1407
2015,"1",1407
2012,"8",1408
2013,"6",1408
2014,"6",1408
2015,"9",1408
2016,"7",1408
2017,"6",1408
2018,"7",1408
2019,"7",1408
2020,"6",1408
2012,"2",1409
2013,"3",1409
2014,"3",1409
2015,"2",1409
2016,"4",1409
2017,"4",1409
2018,"4",1409
2005,"2",1410
2006,"0",1410
2007,"2",1410
2008,"2",1410
2009,"1",1410
2010,"0",1410
2011,"3",1410
2012,"6",1410
2013,"2",1410
2014,"4",1410
2015,"1",1410
2008,"0",1411
2009,"7",1411
2010,"8",1411
2011,"4",1411
2012,"4",1411
2013,"1",1411
2008,"1",1412
2009,"1",1412
2010,"1",1412
2011,"4",1412
2012,"0",1412
2013,"0",1412
2012,"6",1413
2013,"3",1413
2014,"7",1413
2015,"7",1413
2016,"8",1413
2018,"11",1413
2019,"7",1413
2020,"6",1413
2006,"1",1414
2007,"1",1414
2008,"2",1414
2009,"4",1414
2010,"4",1414
2011,"5",1414
2012,"5",1414
2013,"9",1414
2012,"0",1415
2013,"1",1415
2014,"1",1415
2012,"14",1416
2013,"3",1416
2014,"3",1416
2016,"4",1416
2017,"3",1416
2018,"5",1416
2008,"0",1417
2009,"8",1417
2010,"7",1417
2011,"3",1417
2012,"4",1417
2013,"6",1417
2014,"1",1417
2016,"0",1417
2017,"0",1417
2018,"0",1417
2020,"1",1417
2012,"4",1418
2013,"1",1418
2003,"0",1419
2006,"0",1419
2007,"1",1419
2009,"0",1419
2010,"7",1419
2011,"5",1419
2012,"1",1419
2008,"0",1421
2011,"3",1421
2012,"8",1421
2013,"5",1421
2014,"5",1421
2015,"8",1421
2016,"2",1421
2017,"7",1421
2007,"1",1422
2008,"3",1422
2009,"5",1422
2010,"6",1422
2011,"6",1422
2013,"4",1422
2014,"2",1422
2015,"0",1422
2008,"0",1423
2009,"2",1423
2010,"4",1423
2011,"4",1423
2012,"4",1423
2013,"0",1423
2007,"1",1424
2008,"2",1424
2009,"8",1424
2010,"6",1424
2011,"8",1424
2013,"3",1424
2014,"4",1424
2015,"6",1424
2016,"0",1424
2008,"1",1425
2009,"6",1425
2010,"6",1425
2011,"5",1425
2012,"5",1425
2013,"1",1425
2014,"1",1425
2015,"2",1425
2016,"2",1425
2017,"3",1425
2007,"4",1426
2008,"12",1426
2009,"5",1426
2010,"10",1426
2011,"8",1426
2012,"6",1426
2013,"5",1426
2014,"6",1426
2015,"5",1426
2016,"3",1426
2008,"0",1427
2009,"1",1427
2010,"0",1427
2011,"2",1427
2012,"2",1427
2013,"0",1427
2014,"0",1427
2015,"0",1427
2016,"0",1427
2003,"2",1428
2004,"6",1428
2006,"4",1428
2007,"11",1428
2008,"Missed season - Injured (torn meniscus)",1428
2009,"5",1428
2010,"12",1428
2011,"3",1428
2012,"3",1428
2013,"6",1428
2014,"2",1428
2007,"1",1429
2008,"6",1429
2009,"9",1429
2010,"5",1429
2011,"2",1429
2012,"0",1429
2013,"4",1429
2014,"4",1429
2015,"5",1429
2010,"0",1430
2011,"2",1430
2012,"3",1430
2013,"3",1430
2014,"4",1430
2015,"2",1430
2009,"3",1431
2010,"2",1431
2011,"4",1431
2012,"7",1431
2013,"5",1431
2001,"7",1432
2002,"7",1432
2003,"6",1432
2004,"6",1432
2005,"6",1432
2006,"7",1432
2007,"8",1432
2008,"6",1432
2009,"6",1432
2010,"7",1432
2011,"9",1432
2012,"7",1432
2008,"1",1434
2009,"3",1434
2010,"2",1434
2011,"2",1434
2012,"4",1434
2006,"2",1435
2007,"1",1435
2008,"1",1435
2009,"5",1435
2010,"8",1435
2011,"6",1435
2012,"5",1435
2013,"6",1435
2014,"0",1435
2015,"1",1435
2005,"0",1436
2007,"1",1436
2008,"7",1436
2009,"3",1436
2010,"8",1436
2011,"0",1436
2012,"0",1436
2013,"0",1436
2014,"4",1436
2015,"0",1436
2016,"1",1436
2010,"2",1437
2011,"2",1437
2012,"1",1437
2013,"2",1437
2014,"1",1437
2015,"2",1437
2007,"0",1438
2010,"0",1438
2011,"3",1438
2012,"5",1438
2013,"5",1438
2014,"4",1438
2015,"3",1438
2008,"0",1439
2009,"4",1439
2010,"2",1439
2011,"6",1439
2012,"3",1439
2013,"0",1439
2014,"Missed season - Violation of league substance abuse policy",1439
2008,"0",1440
2009,"0",1440
2010,"0",1440
2011,"3",1440
2012,"0",1440
2013,"0",1440
2014,"0",1440
2015,"0",1440
2017,"0",1440
2018,"0",1440
2020,"0",1440
2006,"0",1441
2007,"0",1441
2008,"0",1441
2009,"2",1441
2010,"6",1441
2011,"9",1441
2012,"9",1441
2013,"7",1441
2014,"9",1441
2015,"9",1441
2016,"6",1441
2012,"1",1442
2013,"3",1442
2014,"3",1442
2015,"1",1442
2016,"3",1442
2017,"1",1442
2018,"0",1442
2012,"2",1443
2013,"6",1443
2014,"7",1443
2015,"4",1443
2016,"6",1443
2017,"3",1443
2012,"6",1444
2014,"2",1444
2015,"Missed season - Violation of league substance abuse policy",1444
2016,"Missed season - Violation of league substance abuse policy",1444
2017,"2",1444
2018,"7",1444
2019,"0",1444
2012,"6",1445
2013,"7",1445
2014,"6",1445
2015,"6",1445
2016,"2",1445
2017,"1",1445
2006,"1",1446
2007,"1",1446
2008,"1",1446
2009,"2",1446
2010,"2",1446
2011,"2",1446
2012,"1",1446
2013,"1",1446
2014,"1",1446
2012,"8",1447
2013,"5",1447
2014,"6",1447
2015,"7",1447
2016,"7",1447
2017,"5",1447
2018,"8",1447
2019,"7",1447
2020,"5",1447
2012,"7",1448
2013,"6",1448
2014,"6",1448
2015,"6",1448
2016,"10",1448
2017,"15",1448
2019,"14",1448
2020,"3",1448
2012,"2",1449
2013,"2",1449
2014,"1",1449
2015,"4",1449
2016,"5",1449
2017,"5",1449
2018,"2",1449
2008,"2",1450
2009,"2",1450
2010,"2",1450
2011,"4",1450
2012,"9",1450
2013,"5",1450
2014,"7",1450
2015,"6",1450
2016,"6",1450
2017,"8",1450
2018,"9",1450
2019,"2",1450
2006,"1",1451
2007,"1",1451
2008,"2",1451
2009,"0",1451
2010,"1",1451
2011,"1",1451
2012,"2",1451
2013,"0",1451
2006,"0",1452
2007,"1",1452
2008,"1",1452
2009,"1",1452
2010,"4",1452
2011,"1",1452
2012,"1",1452
2008,"1",1453
2009,"2",1453
2010,"3",1453
2011,"2",1453
2012,"1",1453
2014,"2",1453
2015,"1",1453
2012,"5",1454
2013,"3",1454
2014,"6",1454
2015,"7",1454
2016,"2",1454
2017,"1",1454
2018,"1",1454
2012,"8",1456
2013,"2",1456
2014,"3",1456
2015,"2",1456
2017,"3",1456
2018,"1",1456
2012,"6",1457
2013,"7",1457
2014,"7",1457
2015,"7",1457
2016,"6",1457
2017,"2",1457
2018,"7",1457
2019,"2",1457
2005,"1",1458
2006,"6",1458
2007,"2",1458
2008,"5",1458
2009,"6",1458
2010,"5",1458
2011,"9",1458
2012,"6",1458
2013,"1",1458
2003,"7",1459
2004,"8",1459
2005,"8",1459
2007,"6",1459
2008,"6",1459
2009,"4",1459
2010,"5",1459
2011,"4",1459
2012,"2",1459
2013,"5",1459
2014,"6",1459
2015,"2",1459
2008,"1",1460
2009,"1",1460
2010,"1",1460
2011,"1",1460
2012,"6",1460
2012,"7",1461
2013,"3",1461
2014,"8",1461
2012,"2",1462
2013,"2",1462
2012,"4",1463
2013,"7",1463
2014,"1",1463
2015,"5",1463
2016,"5",1463
2017,"5",1463
2018,"4",1463
2019,"0",1463
2012,"3",1464
2013,"14",1464
2014,"9",1464
2015,"6",1464
2016,"5",1464
2017,"7",1464
2018,"6",1464
2019,"4",1464
2020,"1",1464
2007,"1",1465
2008,"3",1465
2009,"5",1465
2010,"6",1465
2011,"6",1465
2013,"4",1465
2014,"2",1465
2015,"0",1465
2003,"1",1466
2004,"3",1466
2005,"4",1466
2006,"5",1466
2007,"5",1466
2008,"4",1466
2009,"5",1466
2010,"5",1466
2011,"5",1466
2012,"2",1466
2013,"3",1466
2005,"1",1467
2006,"2",1467
2007,"2",1467
2008,"Missed season - Injured (torn ACL)",1467
2009,"4",1467
2010,"1",1467
2011,"1",1467
2012,"1",1467
2013,"1",1467
2012,"5",1468
2013,"9",1468
2014,"5",1468
2015,"6",1468
2016,"4",1468
2017,"7",1468
2018,"2",1468
2019,"6",1468
2020,"0",1468
2012,"10",1469
2013,"9",1469
2015,"14",1469
2007,"0",1470
2008,"0",1470
2009,"1",1470
2010,"3",1470
2011,"1",1470
2012,"0",1470
2013,"0",1470
2014,"1",1470
2015,"0",1470
2016,"0",1470
2017,"0",1470
2012,"3",1471
2013,"1",1471
2014,"1",1471
2015,"1",1471
2016,"5",1471
2017,"3",1471
2018,"2",1471
2019,"4",1471
2020,"1",1471
2012,"3",1473
2013,"7",1473
2014,"6",1473
2015,"7",1473
2016,"1",1473
2011,"1",1474
2012,"2",1474
2013,"2",1474
2014,"3",1474
2015,"7",1474
2016,"5",1474
2017,"7",1474
2018,"4",1474
2008,"1",1475
2009,"1",1475
2010,"3",1475
2011,"6",1475
2012,"0",1475
2012,"0",1476
2013,"1",1476
2015,"0",1476
2016,"0",1476
2003,"2",1477
2004,"16",1477
2005,"13",1477
2006,"6",1477
2007,"7",1477
2008,"6",1477
2009,"4",1477
2010,"1",1477
2011,"2",1477
2012,"0",1477
2007,"0",1478
2008,"1",1478
2009,"7",1478
2010,"6",1478
2011,"3",1478
2012,"3",1478
2013,"3",1478
2012,"3",1479
2013,"5",1479
2014,"3",1479
2016,"1",1479
2008,"1",1480
2009,"2",1480
2010,"2",1480
2011,"5",1480
2012,"1",1480
2008,"2",1481
2009,"5",1481
2010,"6",1481
2011,"5",1481
2012,"2",1481
2013,"6",1481
2014,"0",1481
2015,"5",1481
2016,"5",1481
2007,"1",1482
2008,"5",1482
2009,"1",1482
2010,"1",1482
2011,"4",1482
2012,"4",1482
2013,"4",1482
2014,"4",1482
2015,"7",1482
2016,"4",1482
2017,"2",1482
2018,"4",1482
2012,"3",1483
2013,"0",1483
2015,"0",1483
2016,"1",1483
2017,"0",1483
2018,"0",1483
2012,"7",1484
2013,"7",1484
2014,"0",1484
2015,"4",1484
2016,"12",1484
2017,"7",1484
2018,"5",1484
2019,"3",1484
2012,"1",1486
2013,"1",1486
2014,"1",1486
2016,"0",1486
2012,"2",1487
2013,"1",1487
2014,"0",1487
2009,"2",1488
2010,"2",1488
2011,"2",1488
2012,"2",1488
2013,"5",1488
2014,"2",1488
2015,"2",1488
2016,"2",1488
2017,"2",1488
2018,"2",1488
2019,"2",1488
2020,"2",1488
2012,"9",1489
2014,"6",1489
2015,"9",1489
2016,"12",1489
2017,"7",1489
2018,"7",1489
2019,"8",1489
2020,"15",1489
2012,"7",1490
2013,"8",1490
2014,"2",1490
2007,"0",1491
2008,"1",1491
2009,"5",1491
2010,"3",1491
2011,"1",1491
2012,"2",1491
2013,"2",1491
2014,"3",1491
2015,"1",1491
2016,"0",1491
2012,"3",1492
2013,"5",1492
2014,"3",1492
2016,"1",1492
2012,"0",1493
2013,"0",1493
2014,"0",1493
2015,"5",1493
2016,"5",1493
2017,"2",1493
2018,"3",1493
2006,"5",1494
2007,"9",1494
2008,"11",1494
2009,"11",1494
2010,"9",1494
2011,"4",1494
2012,"1",1494
2013,"4",1494
2014,"0",1494
2007,"7",1495
2008,"9",1495
2009,"5",1495
2010,"4",1495
2011,"3",1495
2012,"9",1495
2013,"4",1495
2014,"3",1495
2007,"1",1496
2008,"4",1496
2009,"1",1496
2010,"4",1496
2011,"2",1496
2012,"2",1496
2013,"3",1496
2014,"2",1496
2015,"1",1496
2016,"2",1496
2017,"2",1496
2018,"2",1496
2019,"1",1496
2004,"2",1497
2005,"2",1497
2006,"2",1497
2007,"2",1497
2008,"2",1497
2009,"2",1497
2010,"2",1497
2011,"1",1497
2012,"2",1497
2013,"2",1497
2014,"2",1497
2012,"1",1498
2013,"2",1498
2014,"2",1498
2015,"1",1498
2016,"2",1498
2017,"8",1498
2018,"3",1498
2019,"3",1498
2020,"3",1498
2012,"7",1500
2013,"3",1500
2014,"8",1500
2015,"6",1500
2017,"10",1500
2018,"4",1500
2019,"1",1500
2020,"3",1500
2012,"1",1501
2013,"1",1501
2014,"0",1501
2015,"0",1501
2012,"4",1502
2013,"0",1502
2014,"2",1502
2015,"4",1502
2016,"13",1502
2017,"13",1502
2018,"6",1502
2019,"6",1502
2020,"4",1502
2007,"1",1503
2008,"0",1503
2009,"1",1503
2010,"3",1503
2011,"1",1503
2012,"2",1503
2008,"1",1504
2009,"1",1504
2010,"1",1504
2011,"1",1504
2012,"1",1504
2013,"1",1504
2012,"3",1505
2013,"4",1505
2014,"8",1505
2015,"7",1505
2000,"0",1506
2001,"0",1506
2002,"0",1506
2003,"0",1506
2004,"0",1506
2005,"0",1506
2006,"0",1506
2007,"0",1506
2008,"0",1506
2009,"1",1506
2010,"1",1506
2011,"1",1506
2012,"1",1506
2013,"1",1506
2014,"1",1506
2015,"1",1506
2003,"1",1507
2004,"3",1507
2005,"2",1507
2006,"5",1507
2007,"4",1507
2008,"5",1507
2009,"1",1507
2010,"1",1507
2011,"2",1507
2012,"3",1507
2009,"2",1508
2010,"2",1508
2011,"2",1508
2012,"2",1508
2013,"2",1508
2014,"2",1508
2015,"2",1508
2016,"2",1508
2017,"2",1508
2018,"2",1508
2019,"0",1508
2008,"0",1509
2009,"1",1509
2010,"1",1509
2011,"2",1509
2012,"2",1509
2013,"2",1509
2005,"4",1510
2006,"2",1510
2007,"5",1510
2008,"7",1510
2009,"8",1510
2010,"8",1510
2011,"6",1510
2012,"8",1510
2013,"6",1510
2014,"6",1510
2015,"3",1510
2016,"3",1510
2008,"2",1511
2009,"3",1511
2010,"2",1511
2011,"1",1511
2012,"0",1511
2013,"5",1511
2014,"4",1511
2010,"1",1512
2011,"6",1512
2012,"5",1512
2013,"0",1512
2015,"2",1512
2016,"2",1512
2017,"1",1512
2018,"2",1512
2019,"1",1512
2012,"4",1513
2013,"0",1513
2014,"3",1513
2015,"1",1513
2016,"4",1513
2017,"1",1513
2018,"0",1513
2006,"0",1514
2010,"2",1514
2011,"1",1514
2012,"0",1514
2013,"0",1514
2014,"4",1514
2015,"0",1514
2016,"0",1514
2006,"1",1515
2007,"1",1515
2009,"1",1515
2010,"1",1515
2011,"4",1515
2012,"3",1515
2013,"2",1515
2008,"2",1516
2009,"2",1516
2010,"4",1516
2011,"6",1516
2012,"8",1516
2013,"4",1516
2014,"5",1516
2015,"0",1516
2003,"7",1517
2004,"10",1517
2005,"5",1517
2006,"10",1517
2007,"16",1517
2008,"10",1517
2009,"10",1517
2010,"11",1517
2011,"1",1517
2012,"7",1517
2012,"2",1518
2013,"11",1518
2014,"7",1518
2015,"7",1518
2016,"4",1518
2017,"5",1518
2018,"5",1518
2019,"2",1518
2012,"7",1519
2013,"3",1519
2014,"3",1519
2015,"0",1519
2016,"1",1519
2017,"0",1519
2018,"1",1519
2019,"0",1519
2012,"3",1520
2013,"3",1520
2014,"5",1520
2015,"5",1520
2016,"2",1520
1997,"0",1521
1998,"6",1521
1999,"6",1521
2000,"7",1521
2002,"14",1521
2003,"7",1521
2006,"12",1521
2007,"10",1521
2008,"11",1521
2009,"6",1521
2010,"7",1521
2011,"5",1521
2012,"6",1521
2004,"2",1523
2005,"2",1523
2006,"10",1523
2007,"9",1523
2008,"9",1523
2009,"7",1523
2010,"3",1523
2011,"2",1523
2012,"2",1523
2013,"5",1523
2014,"5",1523
2015,"6",1523
2000,"1",1524
2001,"4",1524
2002,"9",1524
2003,"8",1524
2006,"8",1524
2007,"5",1524
2008,"8",1524
2009,"6",1524
2010,"8",1524
2011,"13",1524
2012,"Missed season - Refused to report",1524
2013,"3",1524
2006,"0",1525
2007,"1",1525
2008,"2",1525
2009,"1",1525
2010,"1",1525
2011,"1",1525
2012,"2",1525
2013,"2",1525
2012,"16",1528
2013,"17",1528
2014,"19",1528
2015,"20",1528
2016,"14",1528
2017,"15",1528
2018,"14",1528
2019,"15",1528
2020,"18",1528
2012,"1",1529
2013,"1",1529
2014,"0",1529
2001,"0",1530
2002,"1",1530
2003,"7",1530
2004,"7",1530
2005,"10",1530
2006,"7",1530
2007,"9",1530
2008,"5",1530
2009,"7",1530
2010,"8",1530
2011,"4",1530
2012,"3",1530
2005,"2",1531
2006,"4",1531
2007,"5",1531
2008,"11",1531
2009,"5",1531
2010,"6",1531
2011,"0",1531
2012,"2",1531
2012,"3",1532
2013,"3",1532
2014,"1",1532
2015,"0",1532
2010,"1",1533
2011,"1",1533
2012,"1",1533
2013,"1",1533
2014,"1",1533
2015,"3",1533
2016,"1",1533
2017,"1",1533
2018,"1",1533
2019,"1",1533
2020,"1",1533
2012,"3",1534
2013,"3",1534
2014,"3",1534
2015,"3",1534
2016,"2",1534
2017,"1",1534
2018,"2",1534
2019,"2",1534
2020,"2",1534
2012,"1",1535
2014,"1",1535
2015,"6",1535
2017,"1",1535
2018,"2",1535
2012,"2",1536
2013,"8",1536
2014,"6",1536
2015,"7",1536
2016,"13",1536
2017,"5",1536
2018,"5",1536
2019,"5",1536
2020,"6",1536
2012,"3",1537
2013,"7",1537
2014,"8",1537
2015,"10",1537
2016,"6",1537
2017,"8",1537
2018,"7",1537
2020,"14",1537
2012,"3",1538
2013,"4",1538
2014,"1",1538
2015,"5",1538
2016,"5",1538
2017,"2",1538
2008,"4",1539
2009,"0",1539
2010,"10",1539
2011,"3",1539
2012,"2",1539
2013,"2",1539
2014,"1",1539
2012,"0",1540
2013,"5",1540
2014,"7",1540
2015,"6",1540
2016,"7",1540
2017,"11",1540
2018,"10",1540
2019,"10",1540
2012,"0",1541
2013,"0",1541
2012,"4",1542
2013,"11",1542
2014,"5",1542
2015,"3",1542
2016,"1",1542
2017,"2",1542
2018,"4",1542
2019,"2",1542
2020,"3",1542
2012,"1",1543
2010,"1",1544
2011,"1",1544
2012,"1",1544
2009,"7",1545
2010,"11",1545
2011,"10",1545
2012,"6",1545
2013,"7",1545
2014,"8",1545
2015,"5",1545
2016,"7",1545
2017,"7",1545
2018,"0",1545
2009,"0",1546
2010,"2",1546
2011,"4",1546
2012,"8",1546
2013,"5",1546
2014,"6",1546
2015,"11",1546
2016,"8",1546
2017,"10",1546
2018,"5",1546
2019,"0",1546
2012,"1",1547
2014,"6",1547
2015,"7",1547
2016,"7",1547
2017,"7",1547
2018,"6",1547
2019,"1",1547
2020,"2",1547
2010,"1",1548
2011,"1",1548
2012,"0",1548
2013,"1",1548
2014,"3",1548
2015,"1",1548
2012,"2",1549
2013,"0",1549
2014,"1",1549
2015,"1",1549
2012,"2",1550
2013,"2",1550
2014,"2",1550
2015,"0",1550
2008,"2",1552
2009,"2",1552
2010,"2",1552
2011,"2",1552
2012,"2",1552
2013,"2",1552
2014,"2",1552
2015,"2",1552
2016,"1",1552
2017,"1",1552
2012,"2",1553
2013,"4",1553
2014,"8",1553
2015,"4",1553
2016,"7",1553
2017,"7",1553
2018,"7",1553
2019,"5",1553
2020,"1",1553
2012,"1",1554
2013,"2",1554
2014,"0",1554
2015,"0",1554
2012,"0",1555
2014,"4",1555
2015,"3",1555
2016,"4",1555
2017,"2",1555
2002,"6",1556
2003,"6",1556
2004,"6",1556
2005,"5",1556
2006,"5",1556
2007,"3",1556
2008,"1",1556
2009,"2",1556
2010,"2",1556
2011,"3",1556
2012,"0",1556
2003,"4",1557
2004,"5",1557
2005,"6",1557
2006,"5",1557
2007,"8",1557
2008,"10",1557
2010,"3",1557
2011,"2",1557
2012,"4",1557
2013,"2",1557
2009,"1",1558
2010,"1",1558
2011,"1",1558
2012,"0",1558
2012,"0",1559
2013,"5",1559
2014,"1",1559
2015,"1",1559
2012,"1",1560
2013,"8",1560
2014,"5",1560
2015,"3",1560
2016,"8",1560
2017,"9",1560
2018,"12",1560
2019,"3",1560
2020,"8",1560
2007,"-1",1561
2008,"1",1561
2009,"4",1561
2010,"3",1561
2011,"2",1561
2012,"2",1561
2013,"5",1561
2014,"2",1561
2015,"4",1561
2016,"4",1561
2017,"4",1561
2018,"4",1561
2019,"4",1561
2020,"2",1561
2006,"2",1564
2007,"2",1564
2008,"2",1564
2009,"2",1564
2010,"2",1564
2011,"2",1564
2012,"3",1564
2013,"3",1564
2014,"2",1564
2015,"0",1564
2012,"0",1565
2013,"0",1565
2012,"4",1566
2013,"3",1566
2014,"3",1566
2015,"0",1566
2008,"0",1568
2010,"8",1568
2011,"2",1568
2012,"7",1568
2013,"8",1568
2014,"6",1568
2015,"1",1568
2012,"3",1569
2013,"2",1569
2014,"2",1569
2015,"2",1569
2016,"0",1569
2017,"1",1569
2012,"8",1570
2013,"10",1570
2014,"12",1570
2015,"8",1570
2016,"14",1570
2017,"8",1570
2018,"12",1570
2019,"4",1570
2020,"6",1570
2012,"3",1571
2013,"1",1571
2014,"1",1571
2015,"3",1571
2012,"0",1572
2013,"8",1572
2014,"2",1572
2012,"1",1573
2015,"2",1573
2016,"1",1573
2017,"2",1573
2018,"4",1573
2019,"3",1573
2020,"0",1573
2012,"5",1574
2013,"5",1574
2014,"1",1574
2015,"2",1574
2012,"2",1575
2013,"5",1575
2014,"11",1575
2015,"7",1575
2016,"7",1575
2017,"7",1575
2018,"8",1575
2020,"0",1575
2012,"1",1576
2013,"7",1576
2014,"1",1576
2015,"1",1576
2016,"2",1576
2018,"0",1576
2012,"5",1577
2013,"1",1577
2014,"7",1577
2015,"7",1577
2016,"7",1577
2017,"8",1577
2018,"7",1577
2019,"8",1577
2020,"10",1577
2012,"3",1578
2013,"2",1578
2014,"2",1578
2015,"7",1578
2016,"6",1578
2017,"6",1578
2018,"2",1578
2019,"0",1578
2012,"1",1579
2013,"1",1579
2014,"1",1579
2015,"2",1579
2012,"2",1580
2013,"-2",1580
2014,"4",1580
2015,"12",1580
2016,"15",1580
2017,"12",1580
2018,"12",1580
2019,"14",1580
2020,"14",1580
2012,"3",1581
2013,"3",1581
2014,"0",1581
2012,"0",1582
2012,"0",1583
2013,"2",1583
2014,"1",1583
2012,"4",1584
2013,"2",1584
2014,"8",1584
2015,"5",1584
2016,"8",1584
2017,"8",1584
2018,"7",1584
2019,"7",1584
2020,"0",1584
2012,"5",1585
2013,"3",1585
2014,"4",1585
2015,"1",1585
2016,"3",1585
2017,"1",1585
2018,"0",1585
2019,"0",1585
2012,"0",1586
2013,"0",1586
2012,"0",1587
2013,"4",1587
2014,"2",1587
2015,"3",1587
2016,"3",1587
2012,"0",1588
2013,"0",1588
2014,"0",1588
2012,"5",1589
2013,"1",1589
2014,"7",1589
2015,"8",1589
2016,"6",1589
